province,district,palika,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,maize_urea_total,maize_dap,maize_mop,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,predicted_AE_N,INS_kg_ha,IPS_kg_ha,IKS_kg_ha,base_yield_kg_ha,yield_gap_kg_ha,N_demand_kg_ha
Province 5,Rupandehi,Kanchan Gaunpalika,27.62,83.3,6.95,1.7,0.09,68.08,62.07,36.2,18.09,46.06,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.90351028969584,34.5,34.04,18.621,1380.0,6620.0,300.0
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.62,83.32,6.86,1.79,0.1,68.07,65.25,34.97,19.84,45.86,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.00291100944204,36.85,34.035,19.575,1474.0,6526.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.62,83.36,6.95,1.85,0.1,68.79,69.14,34.87,19.91,45.41,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.988543622995838,37.75,34.395,20.742,1510.0,6490.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.62,83.38,6.97,1.73,0.09,68.56,77.88,35.96,19.84,44.58,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.90351028969584,34.95,34.28,23.363999999999997,1398.0,6602.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.62,83.34,6.82,1.67,0.09,60.57,78.69,34.22,19.59,45.88,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,8.562572240345688,34.05,30.285,23.607,1362.0,6638.0,300.0
Province 5,Rupandehi,Siyari Gaunpalika,27.62,83.4,6.75,1.67,0.1,67.83,83.2,36.39,18.46,45.25,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.50865979860779,35.05,33.915,24.96,1402.0,6598.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.62,83.42,6.84,1.99,0.1,84.8,87.91,36.77,20.76,43.64,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,20.70718583130177,39.85,42.4,26.372999999999998,1594.0,6406.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.62,83.46,6.67,1.88,0.1,73.29,81.34,35.99,18.5,45.02,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,9.316505057022393,38.2,36.645,24.402,1528.0,6472.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.62,83.44,6.71,1.75,0.1,60.95,75.71,35.0,18.79,45.79,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.86857224034569,36.25,30.475,22.712999999999997,1450.0,6550.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.62,83.48,6.58,1.79,0.1,69.24,67.94,38.09,17.47,44.05,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.33666414789704,36.85,34.62,20.381999999999998,1474.0,6526.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.62,83.5,6.44,1.79,0.09,69.22,60.29,37.44,16.53,45.12,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.761330814530373,35.85,34.61,18.087,1434.0,6566.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.62,83.52,6.35,1.86,0.1,84.87,64.27,37.0,16.49,46.31,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,17.469002653389126,37.900000000000006,42.435,19.281,1516.0000000000002,6484.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.62,83.56,6.33,1.69,0.1,66.84,67.63,35.84,14.63,48.86,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,8.135580934439384,35.349999999999994,33.42,20.288999999999998,1413.9999999999998,6586.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.62,83.58,6.37,1.7,0.09,56.74,60.69,36.41,16.85,47.36,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,8.86607498204986,34.5,28.37,18.206999999999997,1380.0,6620.0,300.0
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.62,83.64,6.62,1.69,0.1,43.91,101.91,41.15,15.21,43.68,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,7.793824982049858,35.349999999999994,21.955,30.572999999999997,1413.9999999999998,6586.0,300.0
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.62,83.66,6.72,1.83,0.1,44.41,115.95,42.66,14.77,42.04,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.745322240345686,37.45,22.205,34.785,1498.0,6502.0,300.0
Province 5,Nawalparasi_w,Bardaghat Nagarpalika,27.62,83.78,6.45,2.98,0.11,53.03,202.1,58.66,13.03,31.08,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.365963047953603,55.7,26.515,60.629999999999995,2228.0,5772.0,300.0
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.64,82.78,7.09,1.78,0.09,42.0,193.48,26.17,12.21,66.7,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.687248944172834,35.7,21.0,58.044,1428.0,6572.0,300.0
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.64,82.8,7.19,2.0,0.11,79.2,345.61,30.07,17.07,61.87,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,21.355624540372137,41.0,39.6,103.683,1640.0,6360.0,297.8138142472312
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.88,7.38,1.66,0.09,81.28,301.15,28.73,17.47,53.72,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,29.488734881833906,33.9,40.64,90.34499999999998,1356.0,6644.0,225.3063763713016
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.84,7.34,1.68,0.09,72.07,272.95,29.5,16.27,57.68,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,10.033082087363102,34.2,36.035,81.88499999999999,1368.0,6632.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.86,7.32,1.77,0.1,66.48,241.38,25.67,18.36,56.42,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,12.728679499742833,36.55,33.24,72.414,1462.0,6538.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.9,7.43,1.75,0.1,89.1,270.64,29.59,20.02,49.59,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,20.725153684636208,36.25,44.55,81.192,1450.0,6550.0,300.0
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,82.98,7.37,1.85,0.11,180.34,366.13,29.62,24.01,45.67,10.510000000000002,0.9,2.5,direct_overlay,False,0,direct_overlay,28.61170430222072,38.75,90.17,109.839,1550.0,6450.0,225.43221934176702
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,82.96,7.28,1.57,0.1,130.22,382.14,32.44,19.17,47.78,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,25.34721851733518,33.55,65.11,114.642,1342.0,6658.0,262.6718192154511
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,83.0,7.34,1.82,0.1,179.58,385.67,31.8,19.93,47.9,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,29.616717481856757,37.3,89.79,115.701,1492.0,6508.0,219.74075972419328
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,83.02,7.22,1.77,0.11,242.81,376.58,29.54,20.2,48.79,10.510000000000002,0.9,2.5,direct_overlay,False,0,direct_overlay,31.66567536701307,37.55,121.405,112.97399999999999,1502.0,6498.0,205.20642382284794
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.64,83.1,7.45,1.93,0.11,53.53,164.34,30.07,16.33,55.89,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.191248944172834,39.95,26.765,49.302,1598.0,6402.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.14,7.13,1.93,0.12,106.93,162.09,35.46,17.48,47.01,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,19.138176383479216,40.95,53.465,48.627,1638.0,6362.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.12,7.01,1.62,0.1,86.08,158.5,34.38,14.46,52.11,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,22.308798882499953,34.3,43.04,47.55,1372.0,6628.0,297.10250358656947
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.16,6.86,2.66,0.15,92.66,118.2,38.18,17.98,44.7,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,22.374307502689966,54.900000000000006,46.33,35.46,2196.0,5804.0,259.40467651578535
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.18,6.77,2.63,0.14,101.45,123.3,37.6,19.78,42.98,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,22.59064283756114,53.449999999999996,50.725,36.989999999999995,2138.0,5862.0,259.48796774624475
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.22,6.95,1.77,0.1,82.08,103.51,36.89,19.2,44.37,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,20.789918868404452,36.55,41.04,31.053,1462.0,6538.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.64,83.24,7.0,1.67,0.09,69.9,93.22,36.53,18.05,44.94,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.325127317083975,34.05,34.95,27.965999999999998,1362.0,6638.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.64,83.26,6.87,1.83,0.1,76.27,86.15,38.35,18.37,44.7,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,15.767057124577313,37.45,38.135,25.845000000000002,1498.0,6502.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.64,83.28,6.86,1.6,0.09,63.05,63.77,35.78,18.53,46.33,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.923415250122472,33.0,31.525,19.131,1320.0,6680.0,300.0
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.64,83.3,6.77,1.89,0.11,81.25,126.45,38.15,19.07,43.47,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,27.9323645194301,39.349999999999994,40.625,37.935,1573.9999999999998,6426.0,230.05571173646953
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.64,83.32,6.83,1.8,0.1,64.03,74.74,33.92,20.69,45.25,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,9.613322240345687,37.0,32.015,22.421999999999997,1480.0,6520.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.64,83.34,6.85,1.73,0.09,62.76,61.69,32.63,20.42,46.6,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,8.776322240345687,34.95,31.38,18.506999999999998,1398.0,6602.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.64,83.36,6.95,1.68,0.09,60.88,60.58,35.27,20.05,44.75,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.740870805644697,34.2,30.44,18.174,1368.0,6632.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.64,83.38,6.96,1.68,0.09,66.39,60.83,35.62,19.34,45.44,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.578051361214696,34.2,33.195,18.249,1368.0,6632.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.64,83.42,6.98,1.87,0.09,71.23,71.37,37.05,18.67,44.11,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.101682511889171,37.05,35.615,21.411,1482.0,6518.0,300.0
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.64,83.4,7.01,1.8,0.1,69.12,82.76,37.43,19.61,43.85,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.839738428190639,37.0,34.56,24.828,1480.0,6520.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.64,83.46,6.49,1.89,0.1,69.38,76.74,37.59,17.21,45.31,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.266830814530373,38.349999999999994,34.69,23.022,1533.9999999999998,6466.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.64,83.44,6.68,1.88,0.1,66.68,71.59,38.41,18.03,43.77,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.380838510198066,38.2,33.34,21.477,1528.0,6472.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.64,83.48,6.46,1.87,0.1,68.84,69.33,38.85,16.98,43.39,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.761330814530373,38.05,34.42,20.799,1522.0,6478.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.64,83.52,6.36,1.76,0.09,71.69,91.85,40.85,15.46,46.02,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,7.852469703423708,35.4,35.845,27.554999999999996,1416.0,6584.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.64,83.54,6.31,1.73,0.1,65.99,74.12,37.8,14.66,46.93,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,8.713330934439384,35.95,32.995,22.236,1438.0,6562.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.64,83.58,6.2,1.69,0.09,43.23,70.28,39.16,13.49,46.68,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,8.28832498204986,34.349999999999994,21.615,21.084,1373.9999999999998,6626.0,300.0
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.64,83.64,6.37,1.93,0.1,46.03,117.33,47.71,11.69,41.4,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.075074982049859,38.95,23.015,35.199,1558.0,6442.0,300.0
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.66,82.76,7.04,2.22,0.11,61.64,282.25,29.96,10.93,60.34,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,11.907827002242001,44.300000000000004,30.82,84.675,1772.0000000000002,6228.0,300.0
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.66,82.78,7.04,1.87,0.1,53.99,209.68,29.27,12.91,60.73,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.655498944172834,38.05,26.995,62.903999999999996,1522.0,6478.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.82,7.44,1.89,0.1,80.18,295.17,28.87,16.87,59.74,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,24.78906861191438,38.349999999999994,40.09,88.551,1533.9999999999998,6466.0,260.84078031444244
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.84,7.33,1.76,0.1,67.44,237.6,25.56,17.44,58.2,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,11.06267176155398,36.4,33.72,71.28,1456.0,6544.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.86,7.29,1.65,0.1,75.67,249.37,28.64,16.96,56.09,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,14.823893239011428,34.75,37.835,74.81099999999999,1390.0,6610.0,300.0
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,82.96,7.22,1.93,0.11,155.45,423.56,30.82,20.76,48.3,10.510000000000002,0.9,2.5,direct_overlay,False,0,direct_overlay,21.937324072696423,39.95,77.725,127.068,1598.0,6402.0,291.831400164619
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,82.98,7.47,1.81,0.1,166.41,428.43,34.3,20.82,45.76,10.510000000000002,0.9,2.5,direct_overlay,False,0,direct_overlay,14.59946317248291,37.150000000000006,83.205,128.529,1486.0000000000002,6514.0,300.0
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,83.04,7.2,1.89,0.11,168.82,275.59,33.96,18.99,47.11,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,23.905678103686856,39.349999999999994,84.41,82.67699999999999,1573.9999999999998,6426.0,268.806430511124
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.14,7.36,2.12,0.13,88.59,154.51,33.72,21.15,43.96,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,14.778142450576922,44.8,44.295,46.352999999999994,1792.0,6208.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.12,7.22,2.03,0.13,80.94,156.84,31.96,20.49,46.68,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,28.88295197661325,43.449999999999996,40.47,47.052,1737.9999999999998,6262.0,216.80609395709934
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.16,7.3,2.27,0.13,89.84,148.18,35.34,19.54,43.94,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,17.407735867887517,47.05,44.92,44.454,1882.0,6118.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.18,7.14,2.28,0.14,117.92,196.82,36.39,20.71,43.08,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,20.317316623092232,48.199999999999996,58.96,59.04599999999999,1927.9999999999998,6072.0,298.8583636629796
Province 5,Rupandehi,Kanchan Gaunpalika,27.66,83.24,6.97,1.7,0.09,78.55,114.53,35.82,17.67,45.46,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,15.443104023888255,34.5,39.275,34.359,1380.0,6620.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.66,83.26,6.8,1.9,0.1,76.33,96.29,37.96,19.37,45.05,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,14.095988473777195,38.5,38.165,28.887,1540.0,6460.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.66,83.28,6.86,1.6,0.09,62.5,83.64,38.35,17.73,43.83,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.923415250122472,33.0,31.25,25.092,1320.0,6680.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.66,83.3,6.78,1.93,0.1,79.45,120.58,37.77,19.3,42.51,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,14.282288770601424,38.95,39.725,36.174,1558.0,6442.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.66,83.32,7.06,1.69,0.09,60.47,48.96,35.85,18.27,45.77,11.7,3.47,4.17,direct_overlay,False,0,direct_overlay,11.272498944172835,34.349999999999994,30.235,14.687999999999999,1373.9999999999998,6626.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.66,83.34,7.09,1.83,0.1,65.78,57.02,34.47,19.47,45.76,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.524429499742832,37.45,32.89,17.106,1498.0,6502.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.66,83.36,7.2,1.71,0.09,61.96,61.97,35.75,19.74,44.71,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.850248944172833,34.65,30.98,18.590999999999998,1386.0,6614.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.66,83.38,7.4,1.88,0.1,70.37,64.43,35.26,19.49,45.26,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,13.11731065041731,38.2,35.185,19.329,1528.0,6472.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.66,83.4,7.32,1.71,0.09,66.26,82.4,35.98,19.72,44.32,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.829429499742833,34.65,33.13,24.720000000000002,1386.0,6614.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.66,83.42,7.2,1.9,0.1,75.36,90.46,35.96,22.24,41.98,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,14.282643239011428,38.5,37.68,27.137999999999998,1540.0,6460.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.66,83.44,6.78,2.05,0.1,82.07,82.64,37.89,19.56,42.59,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.749159257541447,40.75,41.035,24.791999999999998,1630.0,6370.0,300.0
Province 5,Rupandehi,Tillotama Nagarpalika,27.66,83.46,6.45,2.08,0.11,75.69,87.71,42.45,16.48,41.65,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.22588036795075,42.2,37.845,26.313,1688.0,6312.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.66,83.58,6.29,2.03,0.16,61.33,133.93,47.43,12.62,43.19,9.09,3.47,3.34,direct_overlay,False,0,direct_overlay,10.84647811315514,46.449999999999996,30.665,40.179,1857.9999999999998,6142.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.66,83.6,6.32,1.84,0.1,46.32,116.33,46.21,12.52,42.24,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,9.075074982049859,37.6,23.16,34.899,1504.0,6496.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.68,82.8,7.61,1.95,0.1,81.69,292.44,28.03,15.62,62.65,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,24.60953121530333,39.25,40.845,87.732,1570.0,6430.0,261.2808811246893
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.68,82.84,7.52,1.91,0.11,94.76,261.24,27.76,18.51,57.38,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,22.584338655104972,39.65,47.38,78.372,1586.0,6414.0,284.002117482868
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.68,82.98,7.16,1.98,0.11,185.7,467.42,38.14,18.95,44.13,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,11.01393279154181,40.7,92.85,140.226,1628.0,6372.0,300.0
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.68,83.02,7.38,1.94,0.11,162.19,229.44,33.35,19.94,46.75,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,23.093987625707737,40.099999999999994,81.095,68.832,1603.9999999999998,6396.0,276.955201659505
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.12,7.31,2.05,0.12,110.51,235.48,36.01,21.64,44.05,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,13.334771351701061,42.75,55.255,70.64399999999999,1710.0,6290.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.16,7.25,1.87,0.13,111.72,203.4,36.47,20.39,43.23,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,19.008969397227048,41.05,55.86,61.019999999999996,1642.0,6358.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.14,7.16,1.94,0.13,97.74,164.94,31.5,21.4,45.96,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,19.493448007111652,42.099999999999994,48.87,49.482,1683.9999999999998,6316.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.18,7.16,2.06,0.14,103.44,184.36,35.61,22.21,42.97,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,20.404327760148828,44.900000000000006,51.72,55.308,1796.0000000000002,6204.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.2,7.35,2.07,0.13,120.72,213.73,33.12,22.25,43.87,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,12.400766328768764,44.05,60.36,64.119,1762.0,6238.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.26,7.08,1.73,0.1,69.0,125.44,39.06,17.72,44.67,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.047171761523973,35.95,34.5,37.632,1438.0,6562.0,300.0
Province 5,Rupandehi,Kanchan Gaunpalika,27.68,83.28,6.83,1.46,0.09,60.32,115.43,39.76,18.63,43.47,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,9.180572240345686,30.9,30.16,34.629,1236.0,6764.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.3,7.01,1.67,0.09,61.99,98.79,37.57,18.54,44.64,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.592065610839501,34.05,30.995,29.637,1362.0,6638.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.32,7.13,1.68,0.09,65.62,58.47,35.67,17.11,46.15,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.473679499742834,34.2,32.81,17.541,1368.0,6632.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.34,7.32,1.73,0.09,64.02,79.82,36.08,18.75,46.42,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.992248944172834,34.95,32.01,23.945999999999998,1398.0,6602.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.36,7.2,1.88,0.1,67.96,88.34,34.58,20.79,45.4,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,12.636138428223976,38.2,33.98,26.502,1528.0,6472.0,300.0
Province 5,Rupandehi,Sainamaina Nagarpalika,27.68,83.38,7.25,1.7,0.1,71.89,100.19,39.08,16.68,44.97,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.28031065041731,35.5,35.945,30.057,1420.0,6580.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.68,83.42,7.09,1.85,0.1,67.69,100.71,38.42,18.4,44.1,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.575138428223976,37.75,33.845,30.212999999999997,1510.0,6490.0,300.0
Province 5,Rupandehi,Butwal Upamahanagarpalika,27.68,83.44,6.76,1.92,0.1,73.4,115.23,40.37,17.33,43.44,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,9.641252676103342,38.8,36.7,34.569,1552.0,6448.0,300.0
Province 5,Rupandehi,Devdaha Nagarpalika,27.68,83.52,6.4,2.21,0.1,56.77,126.35,47.6,12.0,43.08,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,12.358366105476884,43.15,28.385,37.904999999999994,1726.0,6274.0,300.0
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.7,82.84,7.44,2.06,0.11,92.82,328.22,30.29,19.93,54.33,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,19.022036694634718,41.900000000000006,46.41,98.46600000000001,1676.0000000000002,6324.0,300.0
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.7,83.04,7.2,2.03,0.12,144.81,175.82,37.96,18.97,42.95,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,13.733143505156331,42.449999999999996,72.405,52.745999999999995,1697.9999999999998,6302.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.12,7.24,1.97,0.13,109.52,200.95,35.03,20.69,43.77,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,19.008969397227048,42.55,54.76,60.285,1702.0,6298.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.14,7.24,1.86,0.13,100.86,185.7,33.04,23.19,44.27,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,19.506159952587844,40.900000000000006,50.43,55.709999999999994,1636.0000000000002,6364.0,300.0
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.16,7.44,2.01,0.15,101.71,243.14,31.8,24.7,43.53,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,21.079513154310884,45.15,50.855,72.942,1806.0,6194.0,293.83980335111727
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.18,7.37,1.95,0.12,91.82,203.58,32.6,23.54,44.53,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,19.51424656966619,41.25,45.91,61.074,1650.0,6350.0,300.0
